ID,Upvotes
366953,342.95807
71864,342.95807
141692,342.95807
316833,342.95807
440445,342.95807
3514,342.95807
331420,342.95807
406540,342.95807
227379,342.95807
331687,342.95807
32784,342.95807
470377,342.95807
338103,342.95807
29883,342.95807
218228,342.95807
70945,342.95807
14328,342.95807
259947,342.95807
346378,342.95807
384621,342.95807
425418,342.95807
131224,342.95807
365408,342.95807
218626,342.95807
331722,342.95807
310969,342.95807
307391,342.95807
14072,342.95807
238694,342.95807
213841,342.95807
165258,342.95807
123606,342.95807
214062,342.95807
279450,342.95807
178546,342.95807
358455,342.95807
386308,342.95807
155592,342.95807
200090,342.95807
127308,342.95807
449766,342.95807
223688,342.95807
442443,342.95807
451259,342.95807
87024,342.95807
207529,342.95807
196568,342.95807
38258,342.95807
387275,342.95807
86152,342.95807
302142,342.95807
401268,342.95807
307187,342.95807
252388,342.95807
844,342.95807
105707,342.95807
230309,342.95807
362573,342.95807
173751,342.95807
349049,342.95807
310466,342.95807
205786,342.95807
208358,342.95807
440214,342.95807
41343,342.95807
427741,342.95807
355001,342.95807
137708,342.95807
146326,342.95807
220889,342.95807
205742,342.95807
28737,342.95807
292474,342.95807
349149,342.95807
46230,342.95807
303160,342.95807
292638,342.95807
210116,342.95807
55900,342.95807
91135,342.95807
452177,342.95807
170628,342.95807
237099,342.95807
166022,342.95807
175687,342.95807
392847,342.95807
454964,342.95807
259259,342.95807
289148,342.95807
311134,342.95807
62551,342.95807
336258,342.95807
468049,342.95807
22189,342.95807
264888,342.95807
451615,342.95807
85004,342.95807
375246,342.95807
60204,342.95807
126097,342.95807
182425,342.95807
449937,342.95807
442637,342.95807
378184,342.95807
357584,342.95807
383054,342.95807
299871,342.95807
152764,342.95807
22064,342.95807
416791,342.95807
440686,342.95807
44537,342.95807
80203,342.95807
81726,342.95807
440068,342.95807
109276,342.95807
120567,342.95807
169520,342.95807
84443,342.95807
139139,342.95807
346145,342.95807
75219,342.95807
244042,342.95807
6992,342.95807
337741,342.95807
20091,342.95807
420761,342.95807
101501,342.95807
408598,342.95807
306979,342.95807
50260,342.95807
21088,342.95807
462951,342.95807
196903,342.95807
155361,342.95807
51756,342.95807
192022,342.95807
384071,342.95807
173305,342.95807
56449,342.95807
172164,342.95807
341063,342.95807
431990,342.95807
342757,342.95807
335181,342.95807
121613,342.95807
40216,342.95807
116940,342.95807
351719,342.95807
436421,342.95807
173164,342.95807
362350,342.95807
357892,342.95807
335957,342.95807
192010,342.95807
407412,342.95807
19359,342.95807
82078,342.95807
375709,342.95807
122137,342.95807
244661,342.95807
434900,342.95807
54220,342.95807
425162,342.95807
453118,342.95807
373873,342.95807
238415,342.95807
53501,342.95807
67918,342.95807
68982,342.95807
81980,342.95807
332015,342.95807
171470,342.95807
24209,342.95807
396455,342.95807
236372,342.95807
29062,342.95807
248733,342.95807
43097,342.95807
401490,342.95807
181282,342.95807
285264,342.95807
386230,342.95807
262238,342.95807
226323,342.95807
224589,342.95807
61,342.95807
120331,342.95807
59519,342.95807
263459,342.95807
188774,342.95807
157423,342.95807
204323,342.95807
94807,342.95807
130112,342.95807
298030,342.95807
361994,342.95807
242867,342.95807
345301,342.95807
404296,342.95807
403325,342.95807
78570,342.95807
247119,342.95807
433907,342.95807
51709,342.95807
256743,342.95807
132448,342.95807
429148,342.95807
384840,342.95807
434864,342.95807
317954,342.95807
452061,342.95807
85212,342.95807
373284,342.95807
284208,342.95807
233976,342.95807
105691,342.95807
375077,342.95807
26720,342.95807
70683,342.95807
281194,342.95807
390953,342.95807
59608,342.95807
341707,342.95807
403654,342.95807
209246,342.95807
295413,342.95807
379392,342.95807
261533,342.95807
130134,342.95807
137990,342.95807
413320,342.95807
468459,342.95807
189150,342.95807
381154,342.95807
373043,342.95807
231677,342.95807
438093,342.95807
443706,342.95807
230906,342.95807
138183,342.95807
78231,342.95807
70795,342.95807
283674,342.95807
144543,342.95807
213929,342.95807
458437,342.95807
279629,342.95807
284422,342.95807
29532,342.95807
409963,342.95807
325099,342.95807
409635,342.95807
18156,342.95807
355380,342.95807
412081,342.95807
363354,342.95807
354537,342.95807
209720,342.95807
150078,342.95807
31479,342.95807
455028,342.95807
104579,342.95807
102986,342.95807
60804,342.95807
361348,342.95807
234054,342.95807
212541,342.95807
452107,342.95807
227926,342.95807
340913,342.95807
316690,342.95807
223984,342.95807
193558,342.95807
155138,342.95807
36080,342.95807
355444,342.95807
310281,342.95807
79606,342.95807
16325,342.95807
460657,342.95807
159813,342.95807
390567,342.95807
340325,342.95807
85871,342.95807
360723,342.95807
200645,342.95807
180440,342.95807
9158,342.95807
295966,342.95807
131958,342.95807
168051,342.95807
246426,342.95807
195598,342.95807
6177,342.95807
10574,342.95807
181076,342.95807
170742,342.95807
123659,342.95807
333658,342.95807
293962,342.95807
423136,342.95807
90343,342.95807
32867,342.95807
143820,342.95807
16783,342.95807
286877,342.95807
422113,342.95807
42145,342.95807
377322,342.95807
232647,342.95807
320851,342.95807
74336,342.95807
121520,342.95807
46307,342.95807
137345,342.95807
426975,342.95807
126697,342.95807
188080,342.95807
399469,342.95807
132942,342.95807
199602,342.95807
335704,342.95807
20602,342.95807
458202,342.95807
74016,342.95807
374627,342.95807
169941,342.95807
267769,342.95807
108489,342.95807
51782,342.95807
160092,342.95807
152160,342.95807
162504,342.95807
286106,342.95807
331480,342.95807
451655,342.95807
311726,342.95807
199325,342.95807
24806,342.95807
237104,342.95807
252830,342.95807
273090,342.95807
115172,342.95807
28445,342.95807
153732,342.95807
40870,342.95807
212207,342.95807
411175,342.95807
213177,342.95807
149578,342.95807
329243,342.95807
26565,342.95807
242893,342.95807
163630,342.95807
11802,342.95807
434228,342.95807
277388,342.95807
116623,342.95807
12726,342.95807
92182,342.95807
308356,342.95807
342196,342.95807
435921,342.95807
117479,342.95807
20084,342.95807
110267,342.95807
211485,342.95807
52505,342.95807
105490,342.95807
400015,342.95807
376091,342.95807
169994,342.95807
447639,342.95807
371187,342.95807
90597,342.95807
142364,342.95807
337332,342.95807
381967,342.95807
333824,342.95807
148970,342.95807
164926,342.95807
283475,342.95807
385738,342.95807
351580,342.95807
252511,342.95807
74994,342.95807
181215,342.95807
175240,342.95807
326299,342.95807
147014,342.95807
43,342.95807
168852,342.95807
139899,342.95807
92827,342.95807
165023,342.95807
65135,342.95807
438924,342.95807
124065,342.95807
468868,342.95807
395456,342.95807
80156,342.95807
279666,342.95807
255179,342.95807
30329,342.95807
351240,342.95807
330034,342.95807
12342,342.95807
327306,342.95807
110149,342.95807
368744,342.95807
96337,342.95807
343321,342.95807
79366,342.95807
199920,342.95807
22910,342.95807
446787,342.95807
367361,342.95807
272292,342.95807
333092,342.95807
192137,342.95807
82097,342.95807
98490,342.95807
114358,342.95807
405496,342.95807
464141,342.95807
34565,342.95807
446335,342.95807
38895,342.95807
326932,342.95807
461640,342.95807
386626,342.95807
217886,342.95807
321498,342.95807
247211,342.95807
25731,342.95807
202584,342.95807
99937,342.95807
92509,342.95807
306100,342.95807
45223,342.95807
72671,342.95807
55616,342.95807
398035,342.95807
154437,342.95807
468623,342.95807
316964,342.95807
232389,342.95807
208692,342.95807
64213,342.95807
204826,342.95807
296884,342.95807
387856,342.95807
52733,342.95807
433114,342.95807
57249,342.95807
162316,342.95807
422712,342.95807
444109,342.95807
349477,342.95807
207955,342.95807
128102,342.95807
411957,342.95807
294032,342.95807
223753,342.95807
357921,342.95807
73844,342.95807
365578,342.95807
380793,342.95807
185815,342.95807
221374,342.95807
218609,342.95807
291475,342.95807
237002,342.95807
279871,342.95807
232371,342.95807
168273,342.95807
75316,342.95807
3824,342.95807
438075,342.95807
160250,342.95807
380340,342.95807
352801,342.95807
434035,342.95807
149361,342.95807
204152,342.95807
369459,342.95807
351015,342.95807
305068,342.95807
85319,342.95807
27745,342.95807
37261,342.95807
368918,342.95807
337189,342.95807
3327,342.95807
133421,342.95807
30437,342.95807
303572,342.95807
136054,342.95807
312527,342.95807
370874,342.95807
140592,342.95807
377841,342.95807
71778,342.95807
199950,342.95807
190852,342.95807
67830,342.95807
208455,342.95807
462157,342.95807
228701,342.95807
329939,342.95807
440520,342.95807
367764,342.95807
127480,342.95807
186438,342.95807
200433,342.95807
200134,342.95807
275380,342.95807
99675,342.95807
307262,342.95807
354584,342.95807
402847,342.95807
90838,342.95807
152632,342.95807
319489,342.95807
270904,342.95807
107095,342.95807
338868,342.95807
372699,342.95807
443059,342.95807
430108,342.95807
165124,342.95807
377542,342.95807
399562,342.95807
111046,342.95807
174685,342.95807
391584,342.95807
174366,342.95807
278958,342.95807
115864,342.95807
361314,342.95807
421516,342.95807
438082,342.95807
100374,342.95807
406729,342.95807
220801,342.95807
416422,342.95807
211886,342.95807
310911,342.95807
267518,342.95807
280059,342.95807
366682,342.95807
67621,342.95807
192871,342.95807
138413,342.95807
119620,342.95807
11743,342.95807
428813,342.95807
24097,342.95807
196073,342.95807
218231,342.95807
22956,342.95807
384151,342.95807
283952,342.95807
39085,342.95807
2991,342.95807
171726,342.95807
252146,342.95807
324628,342.95807
72747,342.95807
302444,342.95807
10388,342.95807
354884,342.95807
288553,342.95807
93869,342.95807
108902,342.95807
22811,342.95807
384417,342.95807
238460,342.95807
23802,342.95807
422280,342.95807
325172,342.95807
172020,342.95807
187953,342.95807
188192,342.95807
330904,342.95807
284767,342.95807
205553,342.95807
168767,342.95807
162077,342.95807
133451,342.95807
93947,342.95807
428947,342.95807
83780,342.95807
439983,342.95807
440957,342.95807
279138,342.95807
186943,342.95807
308365,342.95807
19830,342.95807
161385,342.95807
290337,342.95807
88664,342.95807
54460,342.95807
339332,342.95807
168175,342.95807
395119,342.95807
189326,342.95807
451957,342.95807
38900,342.95807
270094,342.95807
18850,342.95807
248185,342.95807
436096,342.95807
252096,342.95807
401352,342.95807
137528,342.95807
463563,342.95807
348067,342.95807
225666,342.95807
116407,342.95807
195060,342.95807
285841,342.95807
3742,342.95807
382299,342.95807
198550,342.95807
343916,342.95807
163262,342.95807
125884,342.95807
97581,342.95807
274997,342.95807
239207,342.95807
130824,342.95807
45382,342.95807
401828,342.95807
382751,342.95807
95025,342.95807
107932,342.95807
263896,342.95807
